지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
4951,2011-11-01,,서해대교관리소,,36.9461,126.8068,,,,,
4952,2011-11-01,,서해대교(당진측),,36.9427,126.7936,,,,,
4953,2011-11-01,,서해대교(사장교),,36.952,126.8404,,,,,
4954,2011-11-01,,서해대교(평택측),,36.9649,126.8672,,,,,
4955,2015-07-15,,서해대교(행담도입구),,36.943,126.8138,,,,,
5100,2009-08-06,,전주_효자1동,,35.8121,127.1199,,,,,
5101,2009-08-06,,전주_진북동,,35.8294,127.1343,,,,,
5103,2010-01-01,,전주_송천2동,,35.868,127.1168,,,,,
5104,2011-02-15,,전주_대성동,,35.7919,127.1676,118,,,,
5105,2011-02-15,,전주_호성동,,35.8637,127.1497,,,,,
5106,2011-02-15,,전주_장동,,35.8509,127.061,,,,,
5107,2014-12-03,,전주_원당동,,35.4621,127.0701,,,,,
5108,2017-11-15,,군산_옥산면,,,,,,,,
5109,2017-11-15,,군산_임피면,,,,,,,,
5110,2009-08-06,,군산_서수면,,35.9833,126.8759,,,,,
5111,2009-08-06,,군산_옥구읍,,35.923,126.6852,,,,,
5112,2009-08-06,,군산_해신동,,35.9898,126.707,,,,,
5113,2009-08-06,,군산_나포면,,36.0305,126.832,,,,,
5114,2009-08-06,,군산_조촌동,,35.9675,126.7364,,,,,
5115,2009-08-06,,군산_대야면,,35.9465,126.8112,,,,,
5116,2015-02-23,,군산_회현면,,35.913,126.757,,,,,
5117,2015-02-23,,군산_성산면,,35.9896,126.786,,,,,
5118,2015-02-23,,군산_소룡동,,35.9745,126.6792,,,,,
5119,2015-02-23,,군산_미성동,,35.9591,126.6567,,,,,
5120,2009-08-06,,익산_남중동,,35.948,126.9582,,,,,
5121,2009-08-06,,익산_낭산면,,36.0779,127.0098,,,,,
5122,2009-08-06,,익산_망성면,,36.1326,127.0206,,,,,
5123,2009-08-06,,익산_삼기면,,36.0203,126.9841,,,,,
5124,2009-08-06,,익산_성당면,,36.0883,126.935,,,,,
5125,2009-08-06,,익산_여산면,,36.0588,127.086,,,,,
5126,2009-08-06,,익산_오산면,,35.9387,126.9163,,,,,
5127,2009-08-06,,익산_왕궁면,,35.9664,127.0878,,,,,
5128,2009-08-06,,익산_용안면,,36.120,126.9523,,,,,
5129,2009-08-06,,익산_웅포면,,36.0644,126.8769,,,,,
5130,2011-02-15,,익산_월성동,,35.9863,126.9847,,,,,
5131,2009-08-06,,익산_춘포면,,35.901,127.0052,,,,,
5132,2009-08-06,,익산_함라면,,36.0601,126.9104,,,,,
5133,2009-08-06,,익산_함열읍,,36.0746,126.9646,,,,,
5134,2009-08-06,,익산_금마면,,35.993,127.0529,,,,,
5135,2014-12-03,,익산_인화동,,35.5546,126.5713,,,,,
5136,2014-12-03,,익산_영등2동,,35.5736,126.5837,,,,,
5137,2014-12-03,,익산_팔봉동,,35.5756,127.0042,,,,,
5138,2014-12-03,,익산_삼성동,,35.5832,126.5951,,,,,
5139,2016-09-08,,익산_황등면,,36.0043,126.9451,25,,,,
5140,2009-08-06,,정읍_수성동,,35.5632,126.8661,64,,,,
5141,2009-08-06,,정읍_고부면,,35.6187,126.7717,36,,,,
5142,2009-08-06,,정읍_산내면,,35.5683,127.0302,123,,,,
5143,2009-08-06,,정읍_이평면,,35.665,126.8382,29,,,,
5144,2009-08-06,,정읍_소성면,,35.5569,126.7832,28,,,,
5145,2009-08-06,,정읍_감곡면,,35.7149,126.9285,27,,,,
5146,2009-08-06,,정읍_북면,,35.6093,126.8922,39,,,,
5147,2009-08-06,,정읍_칠보면,,35.6026,126.9935,37,,,,
5148,2009-08-06,,정읍_신태인읍,,35.6884,126.8867,16,,,,
5149,2009-08-06,,정읍_덕천면,,35.6186,126.8426,27,,,,
5150,2009-08-06,,정읍_영원면,,35.6551,126.7853,28,,,,
5151,2009-08-06,,정읍_입암면,,35.5038,126.7932,63,,,,
5152,2009-08-06,,정읍_정우면,,35.6448,126.8759,20,,,,
5153,2009-08-06,,정읍_옹동면,,35.6435,126.9745,48,,,,
5154,2009-08-06,,정읍_산외면,,35.6214,127.0421,61,,,,
5155,2009-08-06,,정읍_태인면,,35.6507,126.9325,26,,,,
5156,2011-02-15,,정읍_이화동마을,,35.5191,127.0744,297,,,,
5157,2016-09-08,,익산_용동면,,36.1098,126.9931,12,,,,
5158,2016-09-08,,정읍_신정동,,35.5085,126.8465,84,,,,
5160,2009-08-06,,남원_도통동,,35.4166,127.3907,,,,,
5161,2009-08-06,,남원_운봉읍,,35.4395,127.5296,,,,,
5162,2009-08-06,,남원_주천면,,35.3909,127.4419,,,,,
5163,2009-08-06,,남원_수지면,,35.3393,127.3716,,,,,
5164,2009-08-06,,남원_송동면,,35.3548,127.3371,,,,,
5165,2009-08-06,,남원_주생면,,35.3788,127.3216,,,,,
5166,2009-08-06,,남원_금지면,,35.3577,127.3039,,,,,
5167,2009-08-06,,남원_대강면,,35.3473,127.2277,,,,,
5168,2009-08-06,,남원_대산면,,35.4321,127.3253,,,,,
5169,2009-08-06,,남원_사매면,,35.4985,127.3605,,,,,
5170,2009-08-06,,남원_덕과면,,35.5172,127.3521,,,,,
5171,2009-08-06,,남원_보절면,,35.5132,127.4023,,,,,
5172,2009-08-06,,남원_산동면,,35.4927,127.4761,,,,,
5173,2009-08-06,,남원_이백면,,35.4269,127.458,,,,,
5174,2009-08-06,,남원_인월면,,35.4644,127.6002,,,,,
5175,2009-08-06,,남원_아영면,,35.5087,127.6128,,,,,
5176,2009-08-06,,남원_산내면,,35.4192,127.623,,,,,
5180,2009-08-06,,김제_서암동,,35.8037,126.8805,,,,,
5181,2009-08-06,,김제_만경읍,,35.8544,126.820,,,,,
5182,2009-08-06,,김제_죽산면,,35.7724,126.8135,,,,,
5183,2009-08-06,,김제_백산면,,35.8279,126.8923,,,,,
5184,2009-08-06,,김제_용지면,,35.8536,126.9553,,,,,
5185,2009-08-06,,김제_백구면,,35.8907,126.9676,,,,,
5186,2009-08-06,,김제_부량면,,35.7336,126.8441,,,,,
5187,2009-08-06,,김제_공덕면,,35.8924,126.9129,,,,,
5188,2009-08-06,,김제_청하면,,35.9037,126.8406,,,,,
5189,2009-08-06,,김제_성덕면,,35.8205,126.8058,,,,,
5190,2009-08-06,,김제_금구면,,35.8593,126.766,,,,,
5191,2009-08-06,,김제_봉남면,,35.7535,126.9623,,,,,
5192,2009-08-06,,김제_황산면,,35.7535,126.9623,,,,,
5193,2009-08-06,,김제_금산면,,35.7945,126.9423,,,,,
5194,2009-08-06,,김제_광활면,,35.7166,126.9962,,,,,
5195,2014-12-03,,김제_진봉면,,35.5132,126.4558,,,,,
5200,2009-08-06,,완주_대둔산,,36.1158,127.3322,,,,,
5201,2009-08-06,,완주_삼례읍,,35.9093,127.0716,,,,,
5202,2009-08-06,,완주_이서면,,35.8206,127.0225,,,,,
5203,2009-08-06,,완주_비봉면,,35.9959,127.1401,,,,,
5204,2009-08-06,,완주_상관면,,35.767,127.2107,,,,,
5205,2009-08-06,,완주_동상면,,35.9369,127.2968,,,,,
5206,2009-08-06,,완주_용진읍,,35.8804,127.1563,,,,,
5207,2009-08-06,,완주_구이면,,35.7318,127.1207,,,,,
5208,2009-08-06,,완주_고산면,,36.0072,127.6605,,,,,
5209,2009-08-06,,완주_봉동읍,,35.9414,127.1657,,,,,
5210,2009-08-06,,완주_운주면,,36.0926,127.2773,,,,,
5211,2009-08-06,,완주_화산면,,36.0357,127.2034,,,,,
5212,2009-08-06,,완주_소양면,,35.8561,127.2334,,,,,
5213,2010-01-01,,완주_경천면,,36.0226,127.2526,,,,,
5220,2009-08-06,,진안_진안읍,,35.7603,127.4374,,,,,
5221,2009-08-06,,진안_용담면,,35.9666,127.520,,,,,
5222,2009-08-06,,진안_안천면,,35.8972,127.5529,,,,,
5223,2009-08-06,,진안_동향면,,35.8382,127.5679,,,,,
5224,2009-08-06,,진안_상전면,,35.822,127.487,,,,,
5225,2009-08-06,,진안_백운면,,35.6925,127.3979,,,,,
5226,2009-08-06,,진안_성수면,,35.6299,127.3332,,,,,
5227,2009-08-06,,진안_마령면,,35.7344,127.3708,,,,,
5228,2009-08-06,,진안_부귀면,,35.8371,127.3607,,,,,
5229,2009-08-06,,진안_정천면,,35.8732,127.4286,,,,,
5230,2009-08-06,,진안_주천면,,35.9752,127.4256,,,,,
5250,2009-08-06,,무주_부남면,,35.9738,127.5589,,,,,
5251,2009-08-06,,무주_적상면,,35.9455,127.6594,,,,,
5252,2009-08-06,,무주_설천면,,36.0082,127.7897,,,,,
5253,2009-08-06,,무주_무주읍,,36.0072,127.6605,,,,,
5254,2009-08-06,,무주_안성면,,35.8635,127.653,,,,,
5255,2009-08-06,,무주_무풍면,,35.970,127.8397,,,,,
5260,2009-08-06,,장수_번암면,,35.532,127.5438,,,,,
5261,2009-08-06,,장수_산서면,,35.5857,127.3968,,,,,
5262,2009-08-06,,장수_계북면,,35.7855,127.6125,,,,,
5263,2009-08-06,,장수_천천면,,35.7327,127.5307,,,,,
5264,2009-08-06,,장수_장계면,,35.7321,127.5889,,,,,
5266,2009-08-06,,장수_뜬봉샘,,35.5928,127.5012,,,,,
5267,2009-08-06,,장수_계남면,,35.7029,127.5774,,,,,
5268,2011-02-15,,장수_지지마을,,35.6442,127.6133,,,,,
5269,2011-02-15,,장수_육십령,,35.7263,127.653,,,,,
5280,2009-08-06,,임실_강진면,,35.5303,127.1636,,,,,
5281,2009-08-06,,임실_관촌면,,35.6738,127.2708,,,,,
5282,2009-08-06,,임실_덕치면,,35.5102,127.1573,,,,,
5283,2009-08-06,,임실_삼계면,,35.5077,127.2743,,,,,
5284,2009-08-06,,임실_성수면,,35.6301,127.3332,,,,,
5285,2009-08-06,,임실_신덕면,,35.684,127.1783,,,,,
5286,2009-08-06,,임실_오수면,,35.684,127.1783,,,,,
5287,2009-08-06,,임실_운암면,,35.5414,127.3268,,,,,
5288,2009-08-06,,임실_신평면,,35.6572,127.224,,,,,
5289,2009-08-06,,임실_임실군,,35.6178,127.2888,,,,,
5290,2009-08-06,,임실_지사면,,35.564,127.3577,,,,,
5291,2009-08-06,,임실_청웅면,,35.5698,127.2013,,,,,
5301,2009-08-06,,순창_구림면,,35.453,127.1023,,,,,
5302,2009-08-06,,순창_금과면,,35.3396,127.0864,,,,,
5303,2009-08-06,,순창_순창읍,,35.3744,127.1376,,,,,
5304,2009-08-06,,순창_쌍치면,,35.5006,127.0014,,,,,
5305,2009-08-06,,순창_유등면,,35.3613,127.1875,,,,,
5306,2009-08-06,,순창_팔덕면,,35.3916,127.0971,,,,,
5307,2009-08-06,,순창_인계면,,35.4119,127.1413,,,,,
5308,2009-08-06,,순창_적성면,,35.3975,127.2086,,,,,
5309,2009-08-06,,순창_복흥면,,35.4322,126.9297,,,,,
5310,2009-08-06,,순창_풍산면,,35.3366,127.1383,,,,,
5311,2009-08-06,,순창_동계면,,35.4413,127.2427,,,,,
5320,2009-08-06,,고창_고창읍,,35.4358,126.7019,,,,,
5321,2009-08-06,,고창_흥덕면,,35.5178,126.7036,,,,,
5322,2009-08-06,,고창_대산면,,35.3411,126.6034,,,,,
5323,2009-08-06,,고창_신림면,,35.4891,126.7122,,,,,
5324,2009-08-06,,고창_고수면,,35.4099,126.6786,,,,,
5325,2009-08-06,,고창_무장면,,35.4192,126.5607,,,,,
5326,2009-08-06,,고창_성내면,,35.5381,126.7433,,,,,
5327,2009-08-06,,고창_심원면,,35.5243,126.5511,,,,,
5328,2009-08-06,,고창_부안면,,35.5142,126.6741,,,,,
5329,2009-08-06,,고창_공음면,,35.3779,126.5114,,,,,
5330,2009-08-06,,고창_정송면,,35.3644,126.6466,,,,,
5331,2009-08-06,,고창_아산면,,35.4398,126.6348,,,,,
5332,2009-08-06,,고창_해리면,,35.461,126.5391,,,,,
5333,2009-08-06,,고창_상하면,,35.4447,126.4951,,,,,
5334,2012-09-20,,고창_선운산,,35.505,126.6007,,,,,
5335,2012-09-20,,고창_동호리,,35.5138,126.4817,,,,,
5340,2009-08-06,,부안_변산면,,35.6636,126.5284,,,,,
5341,2009-08-06,,부안_진서면,,35.5877,126.6054,,,,,
5342,2009-08-06,,부안_계화면,,35.7617,126.6981,,,,,
5343,2009-08-06,,부안_상서면,,35.6865,126.6781,,,,,
5344,2009-08-06,,부안_주산면,,35.6719,126.7111,,,,,
5345,2009-08-06,,부안_백산면,,35.7043,126.7871,,,,,
5346,2009-08-06,,부안_부안읍,,35.7317,126.733,,,,,
5347,2009-08-06,,부안_동진면,,35.7496,126.7388,,,,,
5348,2009-08-06,,부안_하서면,,35.7156,126.662,,,,,
5349,2009-08-06,,부안_보안면,,35.6122,126.6713,,,,,
5400,2012-09-20,,신풍동,,35.9728,126.7008,,,,,
5401,2012-09-20,,소룡동,,35.9734,126.6514,,,,,
5402,2012-09-20,,팔복동,,35.8515,127.087,24,,,,
5403,2012-09-20,,금암동,,35.8349,127.1352,32.6,,,,
5404,2012-09-20,,죽항동,,35.4075,127.3845,101.89,,,,
5405,2012-09-20,,삼천동,,35.799,127.1215,80,,,,
5406,2012-09-20,,중앙동,,35.8235,127.1406,35,,,,
5407,2012-09-20,,팔봉동,,35.9622,127.0051,50,,,,
5408,2012-09-20,,연지동,,35.5705,126.8492,,,,,
5409,2012-09-20,,개정동,,35.9644,126.7544,,,,,
5410,2012-09-20,,남중동,,35.948,126.9582,24,,,,
5411,2012-09-20,,고창읍,,35.4382,126.7127,,,,,
5412,2012-09-20,,모현동,,35.9546,126.9414,25,,,,
5413,2015-09-15,,부안읍,,35.7242,126.7344,21,,,,
5414,2016-03-11,,요촌동,,35.8049,126.8914,21.66,,,,
5701,2011-11-01,,김제시(부량면),,35.7467,126.851,24,,,,
5702,2011-11-01,,남원시(이백면),,35.4253,127.4409,152,,,,
5703,2011-11-01,,무주군(무주읍),,36.0041,127.6714,214,,,,
5704,2011-11-01,,완주군(고산면),,35.9843,127.2203,78,,,,
5705,2011-11-01,,장수군(장수읍),,35.619,127.5115,478,,,,
5706,2011-11-01,,정읍시(정우면),,35.6223,126.8955,30,,,,
5707,2011-11-01,,진안군(진안읍),,35.7609,127.4375,370,,,,
5709,2011-11-01,,순창군(구림면),,37.0875,127.4592,269,,,,
5710,2015-09-15,,완주군(이서면),,35.830,127.040,32,,,,
5710,2011-11-01,2012-12-31,[맥류부]계화,,,,,,,,
5711,2015-09-15,,임실군(신평면),,35.660,127.270,225,,,,
5711,2011-11-01,2012-12-31,[맥류부]운봉,,,,,,,,
5713,2015-09-15,,부안군(계화면),,35.770,126.670,7,,,,
5714,2015-09-15,,남원시(운봉읍),,35.440,127.530,471,,,,
5801,2011-11-01,,무주,,35.8839,127.6615,,,,,
5802,2011-11-01,,주천,,35.9706,127.424,,,,,
5806,2011-11-01,,안천,,35.8694,127.5434,,,,,
5807,2011-11-01,,성수,,35.7135,127.3337,420,,,,
5808,2011-11-01,,상전,,35.8054,127.4847,,,,,
5809,2011-11-01,,부귀,,35.8623,127.3993,,,,,
5810,2011-11-01,,천천,,35.6849,127.5113,,,,,
5811,2011-11-01,,장계,,35.718,127.5988,,,,,
5812,2011-11-01,,계북,,35.8105,127.6273,,,,,
5813,2011-11-01,,신평,,35.643,127.1887,320,,,,
5814,2011-11-01,,섬진강댐,,35.5413,127.1121,220,,,,
5815,2011-11-01,,쌍치,,35.4887,126.9719,350,,,,
5817,2011-11-01,,부안댐,,35.6786,126.5717,10.45,,,,
5819,2011-11-01,,설천,,36.0158,127.7163,,,,,
5822,2011-11-01,,무풍,,35.9495,127.8452,,,,,
5823,2011-11-01,,운봉,,35.4481,127.5636,520,,,,
5824,2011-11-01,,아영,,35.5258,127.6156,464,,,,
5825,2011-11-01,,산내(남강),,35.3469,127.5461,627,,,,
5826,2015-02-23,,청림,,35.6577,126.6153,51.02,,,,
5870,2011-11-01,,운암면,,35.6606,127.1606,244,,,,
5872,2018-08-24,,새만금,,35.435,126.3147,,,,,
5873,2018-09-06,,완주군 반교리,,,,,,,,
5909,2016-03-07,,조항산,,35.9607,127.5922,667,,,,
5910,2016-03-07,,덕유산,,35.8964,127.8271,921,,,,
5911,2016-03-07,,장안산,,35.6562,127.6132,788,,,,
5912,2016-03-07,,남원 봉화산,,35.5518,127.5832,921,,,,
5913,2016-03-07,,덕태산,,35.6855,127.4554,908,,,,
5914,2016-03-07,,내동산,,35.6974,127.3462,584,,,,
5915,2016-03-07,,상두산,,35.6639,127.0573,370,,,,
5916,2016-03-07,,회문산,,35.5164,127.0894,612,,,,
5917,2016-03-07,,여분산,,35.4976,127.0441,453,,,,
5918,2016-03-07,,추월산,,35.4099,126.9665,645,,,,
5919,2016-03-07,,방장산(솔재),,35.4018,126.725,464,,,,
6150,2010-11-15,,용당,,34.7493,126.3756,,,,,
6151,2010-11-15,,서강,,34.7413,127.7259,,,,,
6152,2010-11-15,,삼일,,34.8252,127.7313,,,,,
6153,2010-11-15,,무안,,34.9905,126.4764,,,,,
6154,2010-11-15,,부흥,,34.803,126.4369,,,,,
6156,2010-11-15,,죽헌로,,34.9779,126.9987,,,,,
6157,2010-11-15,,돌정길,,34.9505,126.9598,,,,,
6158,2010-11-15,,평지촌길,,34.8763,126.9703,,,,,
6159,2010-11-15,,이양로,,34.8879,126.9886,,,,,
6160,2010-11-15,,적벽로,,35.1105,127.071,,,,,
6161,2010-11-15,,학천길,,35.1681,127.1323,,,,,
6162,2010-11-15,,석등길,,35.0712,127.1291,,,,,
6163,2010-11-15,,충의로,,35.0299,127.0385,,,,,
6164,2010-11-15,,권동길,,34.9378,126.8968,,,,,
6165,2010-11-15,,효자길,,34.9962,126.9175,,,,,
6166,2010-11-15,,죽수길,,34.9897,126.9581,,,,,
6167,2010-11-15,,사호로,,35.0073,127.0959,,,,,
6168,2010-11-15,,우항,,34.577,126.4365,0.6,,,,
6169,2010-11-15,,금평,,34.6709,126.3277,1,,,,
6170,2010-11-15,,방축,,34.4913,126.5152,0.5,,,,
6171,2010-11-15,,일평,,34.4598,126.5535,0.5,,,,
6172,2010-11-15,,성내,,34.5734,126.5992,0.8,,,,
6173,2010-11-15,,영춘,,34.5675,126.6478,0.4,,,,
6174,2010-11-15,,산정,,34.3685,126.519,0.4,,,,
6175,2010-11-15,,평활,,34.5208,126.610,0.6,,,,
6176,2010-11-15,,초송,,34.6445,126.4479,0.5,,,,
6177,2010-11-15,,남창,,34.4081,126.6254,0.5,,,,
6178,2010-11-15,,신월,,34.4642,126.6761,0.9,,,,
6179,2010-11-15,,동외,,34.5967,126.314,0.4,,,,
6180,2002-04-15,,코펜하겐,,55.6167,12.650,5,,,,
6180,2010-11-15,,화내,,34.6217,126.5681,0.5,,,,
6181,2010-11-15,,성진,,34.6454,126.6596,0.5,,,,
6182,2010-11-15,,금덕,,35.1806,126.6011,,,,,
6183,2010-11-15,,함평,,35.0659,126.5167,,,,,
6184,2010-11-15,,학교,,35.0169,126.5375,,,,,
6185,2010-11-15,,엄다,,35.0103,126.5159,,,,,
6186,2010-11-15,,월암,,35.1556,126.4978,,,,,
6187,2010-11-15,,대전,,35.1432,126.4317,,,,,
6188,2010-11-15,,향교,,35.0687,126.5315,,,,,
6189,2010-11-15,,삼축,,35.1139,126.6091,,,,,
6190,2010-11-15,,성내,,34.4868,126.2635,,,,,
6191,2010-11-15,,인지,,34.4257,126.1673,,,,,
6192,2010-11-15,,창유,,34.2966,126.0475,,,,,
6193,2010-11-15,,석교,,34.4062,126.1898,,,,,
6194,2010-11-15,,돈지,,34.4393,126.2835,,,,,
6195,2010-11-15,,분토,,34.5125,126.292,,,,,
6196,2010-11-15,,오산,,34.4905,126.343,,,,,
6197,2010-11-15,,회진,,34.4783,126.9396,,,,,
6198,2010-11-15,,건산,,34.6822,126.9065,,,,,
6199,2010-11-15,,용강,,34.7737,126.9748,,,,,
6200,2010-11-15,,북교,,34.7506,126.9962,,,,,
6201,2010-11-15,,유치,,34.8023,126.8389,,,,,
6202,2010-11-15,,접정,,34.615,126.914,,,,,
6203,2010-11-15,,운흥,,34.650,126.974,,,,,
6204,2010-11-15,,유량,,34.7234,126.9035,,,,,
6205,2010-11-15,,대덕,,34.4994,126.8882,,,,,
6206,2010-11-15,,옥당,,34.5616,126.9389,,,,,
6207,2010-11-15,,월평,,35.2889,126.773,,,,,
6208,2010-11-15,,선적,,35.2732,126.8334,,,,,
6209,2010-11-15,,영천1,,35.3032,126.7853,,,,,
6211,2010-11-15,,장산,,35.3342,126.7671,,,,,
6212,2010-11-15,,대곡,,35.2322,126.6464,,,,,
6213,2010-11-15,,사창,,35.2596,126.6645,,,,,
6214,2010-11-15,,약수,,35.4074,126.8796,,,,,
6215,2010-11-15,,신흥,,35.3748,126.8073,,,,,
6216,2010-11-15,,사거,,35.4309,126.810,,,,,
6217,2010-11-15,,구림,,35.2843,126.7389,,,,,
6218,2010-11-15,,분향,,35.2443,126.8122,,,,,
6219,2010-11-15,,도청,,34.1799,126.859,,,,,
6220,2010-11-15,,군내,,34.311,126.755,,,,,
6222,2010-11-15,,장용,,34.3937,126.8982,,,,,
6223,2010-11-15,,대곡,,34.3348,126.8271,,,,,
6224,2010-11-15,,비자,,34.1748,126.651,,,,,
6225,2010-11-15,,서성,,34.3331,126.9975,,,,,
6226,2010-11-15,,청별,,34.1691,126.5676,,,,,
6227,2010-11-15,,이포,,34.1779,126.5757,,,,,
6228,2010-11-15,,화목,,34.3489,127.0295,,,,,
6229,2010-11-15,,차우,,34.4299,127.0712,,,,,
6230,2010-11-15,,원동,,34.3894,126.6474,,,,,
6231,2010-11-15,,농상,,34.395,126.8043,,,,,
6232,2010-11-15,,독천,,34.7262,126.5702,,,,,
6233,2010-11-15,,동무,,34.8002,126.6968,,,,,
6234,2010-11-15,,월평,,34.8903,126.6926,,,,,
6235,2010-11-15,,내동,,34.8687,126.607,,,,,
6236,2010-11-15,,작천,,34.755,126.5849,,,,,
6237,2010-11-15,,용앙,,34.746,126.4692,,,,,
6238,2010-11-15,,춘동,,34.6993,126.5718,,,,,
6239,2010-11-15,,구학,,34.8452,126.6437,,,,,
6240,2002-04-15,,암스테르담,,52.300,4.7667,-4,,,,
6240,2010-11-15,,덕진,,34.8189,126.697,,,,,
6241,2010-11-15,,용흥,,34.8631,126.749,,,,,
6242,2010-11-15,,월곡,,34.7795,126.6504,,,,,
6243,2010-11-15,,상하,,35.3957,126.4453,,,,,
6244,2010-11-15,,무령,,35.2772,126.512,,,,,
6245,2010-11-15,,봉남,,35.2179,126.3719,,,,,
6246,2010-11-15,,안맹,,35.2088,126.5071,,,,,
6247,2010-11-15,,법성,,35.362,126.446,,,,,
6248,2010-11-15,,천마,,35.2832,126.4208,,,,,
6249,2010-11-15,,영양,,35.2571,126.5431,,,,,
6250,2010-11-15,,월산,,35.3014,126.5775,,,,,
6251,2010-11-15,,낙월,,35.2022,126.1377,,,,,
6252,2010-11-15,,마읍,,35.2579,126.475,,,,,
6253,2010-11-15,,포천,,35.2398,126.4527,,,,,
6254,2010-11-15,,백야,,34.621,127.6394,,,,,
6255,2010-11-15,,나진,,34.7081,127.6135,,,,,
6256,2010-11-15,,학동,,34.7636,127.6655,,,,,
6257,2010-11-15,,조화,,34.882,127.5787,,,,,
6258,2010-11-15,,덕양,,34.7927,127.6325,,,,,
6259,2010-11-15,,거문,,34.0258,127.3119,,,,,
6260,2010-11-15,,군내,,34.6174,127.7219,,,,,
6261,2010-11-15,,우학,,34.5095,127.7666,,,,,
6262,2010-11-15,,진리,,34.6827,125.4274,,,,,
6263,2010-11-15,,웅곡,,34.6066,126.0366,,,,,
6264,2010-11-15,,읍리,,34.7846,126.1429,,,,,
6265,2010-11-15,,읍내,,35.0611,126.2072,,,,,
6266,2010-11-15,,증동,,35.0028,126.1396,,,,,
6267,2010-11-15,,도창,,34.643,126.1488,,,,,
6268,2010-11-15,,구영,,34.8845,126.0474,,,,,
6269,2010-11-15,,진리,,35.0842,126.1112,,,,,
6270,2010-11-15,,학교,,34.8655,126.3125,,,,,
6271,2010-11-15,,단고,,34.8272,126.1121,,,,,
6272,2010-11-15,,읍동,,34.7559,126.1248,,,,,
6273,2010-11-15,,덕산,,34.7553,125.9267,,,,,
6274,2010-11-15,,수항,,34.7036,125.9534,,,,,
6275,2010-11-15,,괴목,,35.1014,127.427,,,,,
6276,2010-11-15,,월전,,34.9137,127.5377,,,,,
6277,2010-11-15,,대평,,35.0935,127.3804,,,,,
6278,2010-11-15,,화전,,34.9138,127.2774,,,,,
6279,2010-11-15,,서평,,35.0144,127.3898,,,,,
6280,2010-11-15,,이읍,,34.9741,127.2638,,,,,
6281,2010-11-15,,동산,,34.9947,127.4883,,,,,
6282,2010-11-15,,흘산,,34.9391,127.4552,,,,,
6283,2010-11-15,,봉림,,34.8744,127.4512,,,,,
6284,2010-11-15,,동내,,34.9081,127.3463,,,,,
6285,2010-11-15,,율포,,34.6688,127.0853,,,,,
6286,2010-11-15,,조성,,34.8085,127.2476,,,,,
6287,2010-11-15,,문양,,34.8706,127.187,,,,,
6288,2010-11-15,,중산,,34.7159,127.0203,,,,,
6289,2010-11-15,,복내,,34.8931,127.1312,,,,,
6290,2010-11-15,,보성,,34.7715,127.0799,,,,,
6291,2010-11-15,,벌교,,34.8476,127.3414,,,,,
6292,2010-11-15,,도개,,34.801,127.0876,,,,,
6293,2010-11-15,,운곡,,34.9293,127.1724,,,,,
6294,2010-11-15,,오봉,,34.7622,127.1687,,,,,
6295,2010-11-15,,광곡,,34.7973,127.0707,,,,,
6296,2010-11-15,,석호,,34.8295,127.1518,,,,,
6297,2010-11-15,,외반,,35.0211,126.4123,,,,,
6298,2010-11-15,,신정,,35.1105,126.2945,,,,,
6299,2010-11-15,,도림,,34.911,126.4287,,,,,
6300,2010-11-15,,월암,,34.8514,126.4903,,,,,
6301,2010-11-15,,연리,,34.9623,126.3433,,,,,
6302,2010-11-15,,임성,,34.8231,126.4416,,,,,
6303,2010-11-15,,성동,,34.9904,126.4817,,,,,
6304,2010-11-15,,사천,,34.9308,126.502,,,,,
6305,2010-11-15,,목동,,35.0129,126.3946,,,,,
6306,2016-03-10,,대동,,35.113,126.527,,,,,
6308,2010-11-15,,창평,,35.2389,127.019,,,,,
6309,2010-11-15,,월산,,35.3402,126.9547,,,,,
6310,2010-11-15,,추성,,35.3648,126.9874,,,,,
6311,2010-11-15,,수북,,35.3018,126.9286,,,,,
6312,2010-11-15,,신학,,35.2761,126.9569,,,,,
6313,2010-11-15,,봉안,,35.2949,127.0301,,,,,
6314,2010-11-15,,대치,,35.2749,126.8879,,,,,
6315,2010-11-15,,매산,,35.2495,126.0371,,,,,
6316,2010-11-15,,담주,,35.3205,126.9819,,,,,
6317,2010-11-15,,연천,,35.1775,127.0278,,,,,
6318,2010-11-15,,석현,,35.3434,127.0255,,,,,
6319,2010-11-15,,동운,,35.2236,126.9731,,,,,
6320,2010-11-15,,왕곡,,34.9681,126.6696,,,,,
6321,2010-11-15,,시청,,35.0159,126.7108,,,,,
6322,2010-11-15,,세지,,34.9197,126.7495,,,,,
6323,2010-11-15,,산포,,35.0397,126.8059,,,,,
6324,2010-11-15,,봉황,,34.9583,126.7842,,,,,
6325,2010-11-15,,반남,,34.9038,126.6518,,,,,
6326,2010-11-15,,문평,,35.0552,126.6039,,,,,
6327,2010-11-15,,동강,,34.9394,126.5639,,,,,
6328,2010-11-15,,다시,,35.0194,126.6373,,,,,
6329,2010-11-15,,다도,,34.9472,126.8275,,,,,
6330,2010-11-15,,노안,,35.0759,126.7322,,,,,
6331,2010-11-15,,남평,,35.0464,126.8431,,,,,
6332,2010-11-15,,금천,,35.0309,126.7535,,,,,
